Gene,Function,Multifunction,Biological Process,Cellular Component,Molecular Function
lhgD,activator,amino acids,GO:0006554 - lysine catabolic process; GO:0019477 - L-lysine catabolic process,GO:0005737 - cytoplasm; GO:0005886 - plasma membrane; GO:0016020 - membrane,"GO:0005515 - protein binding; GO:0016491 - oxidoreductase activity; GO:0016614 - oxidoreductase activity, acting on CH-OH group of donors; GO:0016901 - oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor; GO:0047545 - 2-hydroxyglutarate dehydrogenase activity; GO:0050660 - flavin adenine dinucleotide binding; GO:0140696 - (S)-2-hydroxyglutarate dehydrogenase activity"
agp,activator,misc. glucose metabolism,GO:0006007 - glucose catabolic process; GO:0016311 - dephosphorylation,GO:0030288 - outer membrane-bounded periplasmic space; GO:0042597 - periplasmic space,GO:0008877 - glucose-1-phosphatase activity; GO:0016158 - 3-phytase activity; GO:0016787 - hydrolase activity; GO:0042803 - protein homodimerization activity; GO:0050308 - sugar-phosphatase activity
ysgA,activator,,,,GO:0008806 - carboxymethylenebutenolidase activity; GO:0016787 - hydrolase activity
poxB,activator,carbon compounds; electron donors; pyruvate oxidation; membrane,GO:0006090 - pyruvate metabolic process; GO:0019752 - carboxylic acid metabolic process; GO:0042867 - pyruvate catabolic process,GO:0005829 - cytosol; GO:0005886 - plasma membrane; GO:0016020 - membrane; GO:0032991 - protein-containing complex,GO:0000166 - nucleotide binding; GO:0000287 - magnesium ion binding; GO:0003824 - catalytic activity; GO:0008289 - lipid binding; GO:0016491 - oxidoreductase activity; GO:0030976 - thiamine pyrophosphate binding; GO:0042802 - identical protein binding; GO:0046872 - metal ion binding; GO:0048039 - ubiquinone binding; GO:0050660 - flavin adenine dinucleotide binding; GO:0052737 - pyruvate dehydrogenase (quinone) activity
treA,activator,misc. glucose metabolism; osmotic pressure,GO:0005975 - carbohydrate metabolic process; GO:0005991 - trehalose metabolic process; GO:0005993 - trehalose catabolic process; GO:0006974 - DNA damage response; GO:0008152 - metabolic process; GO:0071474 - cellular hyperosmotic response,GO:0030288 - outer membrane-bounded periplasmic space; GO:0042597 - periplasmic space,"GO:0004555 - alpha,alpha-trehalase activity; GO:0016787 - hydrolase activity; GO:0016798 - hydrolase activity, acting on glycosyl bonds"
glsA,activator,metabolism; pH,GO:0006537 - glutamate biosynthetic process; GO:0006541 - glutamine metabolic process; GO:0006543 - glutamine catabolic process; GO:0010447 - response to acidic pH; GO:0045926 - negative regulation of growth,GO:0032991 - protein-containing complex,GO:0004359 - glutaminase activity; GO:0016787 - hydrolase activity
ybaT,activator,Putative uncharacterized transport protein,GO:0006865 - amino acid transport; GO:0009268 - response to pH; GO:0055085 - transmembrane transport; GO:1990169 - stress response to copper ion,GO:0005886 - plasma membrane; GO:0016020 - membrane,GO:0022857 - transmembrane transporter activity
yghA,activator,,,GO:0005829 - cytosol,"GO:0008106 - alcohol dehydrogenase (NADP+) activity; GO:0016491 - oxidoreductase activity; GO:0016614 - oxidoreductase activity, acting on CH-OH group of donors; GO:0016616 - oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
treF,activator,carbon compounds,GO:0005975 - carbohydrate metabolic process; GO:0005991 - trehalose metabolic process; GO:0005993 - trehalose catabolic process; GO:0008152 - metabolic process; GO:0071474 - cellular hyperosmotic response,GO:0005737 - cytoplasm; GO:0005829 - cytosol,"GO:0004555 - alpha,alpha-trehalase activity; GO:0016787 - hydrolase activity; GO:0016798 - hydrolase activity, acting on glycosyl bonds"
tam,activator,unassigned reversible reactions; detoxification,GO:0032259 - methylation,GO:0005737 - cytoplasm; GO:0005829 - cytosol,GO:0008168 - methyltransferase activity; GO:0016740 - transferase activity; GO:0030798 - trans-aconitate 2-methyltransferase activity
phr,activator,DNA repair,"GO:0000719 - photoreactive repair; GO:0006139 - nucleobase-containing compound metabolic process; GO:0006281 - DNA repair; GO:0006950 - response to stress; GO:0006974 - DNA damage response; GO:0007603 - phototransduction, visible light; GO:0009416 - response to light stimulus; GO:0032922 - circadian regulation of gene expression; GO:0043153 - entrainment of circadian clock by photoperiod; GO:0051716 - cellular response to stimulus",GO:0005737 - cytoplasm; GO:0005829 - cytosol,GO:0000166 - nucleotide binding; GO:0003677 - DNA binding; GO:0003684 - damaged DNA binding; GO:0003904 - deoxyribodipyrimidine photo-lyase activity; GO:0005515 - protein binding; GO:0016829 - lyase activity; GO:0071949 - FAD binding; GO:0097159 - organic cyclic compound binding
ybgA,activator,,,GO:0005829 - cytosol,
narU,activator,"nitrogen metabolism; Porters (Uni-, Sym- and Antiporters); membrane",GO:0015706 - nitrate transmembrane transport; GO:0015707 - nitrite transport; GO:0042128 - nitrate assimilation; GO:0055085 - transmembrane transport,GO:0005886 - plasma membrane; GO:0016020 - membrane,GO:0015112 - nitrate transmembrane transporter activity; GO:0015113 - nitrite transmembrane transporter activity; GO:0015514 - nitrite efflux transmembrane transporter activity; GO:0022857 - transmembrane transporter activity
aidB,activator,repressor,GO:0006974 - DNA damage response; GO:0045892 - negative regulation of DNA-templated transcription,GO:0005737 - cytoplasm; GO:0005829 - cytosol,"GO:0003677 - DNA binding; GO:0003995 - acyl-CoA dehydrogenase activity; GO:0005515 - protein binding; GO:0008470 - isovaleryl-CoA dehydrogenase activity; GO:0016491 - oxidoreductase activity; GO:0016627 - oxidoreductase activity, acting on the CH-CH group of donors; GO:0042802 - identical protein binding; GO:0043565 - sequence-specific DNA binding"
yehE,activator,,,GO:0005886 - plasma membrane,
cbpM,activator,"chaperoning, repair (refolding); inhibition / activation of enzymes",,GO:0005829 - cytosol,GO:0004857 - enzyme inhibitor activity; GO:0005515 - protein binding
cbpA,activator,"chaperoning, repair (refolding); nucleoproteins, basic proteins",GO:0006457 - protein folding; GO:0042026 - protein refolding; GO:0051085 - chaperone cofactor-dependent protein refolding,GO:0005737 - cytoplasm; GO:0005829 - cytosol; GO:0009295 - nucleoid; GO:0043590 - bacterial nucleoid,GO:0003677 - DNA binding; GO:0003681 - bent DNA binding; GO:0005515 - protein binding; GO:0042802 - identical protein binding; GO:0051082 - unfolded protein binding
yfcZ,activator,,,GO:0005829 - cytosol,
yqaE,activator,,GO:0046677 - response to antibiotic,GO:0005886 - plasma membrane; GO:0016020 - membrane,
yqjF,activator,,,GO:0005886 - plasma membrane; GO:0016020 - membrane,
csgI,activator,,,GO:0005829 - cytosol; GO:0030288 - outer membrane-bounded periplasmic space,
ybaA,activator,,,,
ggt,activator,"central intermediary metabolism; other (mechanical, nutritional, oxidative stress)",GO:0006508 - proteolysis; GO:0006749 - glutathione metabolic process; GO:0006750 - glutathione biosynthetic process; GO:0006751 - glutathione catabolic process; GO:0043102 - amino acid salvage; GO:0097264 - self proteolysis,GO:0030288 - outer membrane-bounded periplasmic space; GO:0042597 - periplasmic space,GO:0008233 - peptidase activity; GO:0016740 - transferase activity; GO:0016746 - acyltransferase activity; GO:0016787 - hydrolase activity; GO:0034722 - gamma-glutamyl-peptidase activity; GO:0036374 - glutathione hydrolase activity; GO:0103068 - leukotriene C4 gamma-glutamyl transferase activity
yhbO,activator,"temperature extremes; pH; other (mechanical, nutritional, oxidative stress)",GO:0006281 - DNA repair; GO:0006974 - DNA damage response; GO:0006979 - response to oxidative stress; GO:0009268 - response to pH; GO:0009408 - response to heat; GO:0009411 - response to UV; GO:0019249 - lactate biosynthetic process; GO:0030091 - protein repair; GO:0036525 - protein deglycation; GO:0061727 - methylglyoxal catabolic process to lactate; GO:0106044 - guanine deglycation,GO:0005737 - cytoplasm; GO:0005829 - cytosol,GO:0016787 - hydrolase activity; GO:0019172 - glyoxalase III activity; GO:0036524 - protein deglycase activity; GO:0042802 - identical protein binding
sufB,activator,incorporation of metal ions; sulfur metabolism,GO:0016226 - iron-sulfur cluster assembly,GO:0005829 - cytosol; GO:1990229 - iron-sulfur cluster assembly complex,"GO:0005515 - protein binding; GO:0051537 - 2 iron, 2 sulfur cluster binding; GO:0051539 - 4 iron, 4 sulfur cluster binding"
sufE,activator,incorporation of metal ions; sulfur metabolism; inhibition / activation of enzymes,GO:0006790 - sulfur compound metabolic process; GO:0006979 - response to oxidative stress; GO:0016226 - iron-sulfur cluster assembly; GO:0031162 - sulfur incorporation into metallo-sulfur cluster; GO:0031163 - metallo-sulfur cluster assembly,GO:0005737 - cytoplasm; GO:0005829 - cytosol; GO:1990228 - sulfurtransferase complex,GO:0005515 - protein binding; GO:0008047 - enzyme activator activity; GO:0097163 - sulfur carrier activity
sufS,activator,sulfur metabolism,GO:0001887 - selenium compound metabolic process; GO:0006534 - cysteine metabolic process; GO:0006790 - sulfur compound metabolic process; GO:0016226 - iron-sulfur cluster assembly; GO:0031162 - sulfur incorporation into metallo-sulfur cluster,GO:0005737 - cytoplasm; GO:0005829 - cytosol,GO:0003824 - catalytic activity; GO:0005515 - protein binding; GO:0008826 - cysteine sulfinate desulfinase activity; GO:0009000 - selenocysteine lyase activity; GO:0016740 - transferase activity; GO:0016787 - hydrolase activity; GO:0016829 - lyase activity; GO:0030170 - pyridoxal phosphate binding; GO:0031071 - cysteine desulfurase activity; GO:0042803 - protein homodimerization activity
sufD,activator,incorporation of metal ions; sulfur metabolism,GO:0006979 - response to oxidative stress; GO:0016226 - iron-sulfur cluster assembly,GO:1990229 - iron-sulfur cluster assembly complex,GO:0005515 - protein binding
sufA,activator,incorporation of metal ions; sulfur metabolism,GO:0006979 - response to oxidative stress; GO:0016226 - iron-sulfur cluster assembly; GO:0097428 - protein maturation by iron-sulfur cluster transfer,GO:0005737 - cytoplasm; GO:0005829 - cytosol; GO:1990230 - iron-sulfur cluster transfer complex,"GO:0005515 - protein binding; GO:0042803 - protein homodimerization activity; GO:0046872 - metal ion binding; GO:0051536 - iron-sulfur cluster binding; GO:0051537 - 2 iron, 2 sulfur cluster binding; GO:0051539 - 4 iron, 4 sulfur cluster binding"
sufC,activator,incorporation of metal ions; sulfur metabolism,GO:0009314 - response to radiation; GO:0016226 - iron-sulfur cluster assembly,GO:0005737 - cytoplasm; GO:0005829 - cytosol; GO:1990229 - iron-sulfur cluster assembly complex,GO:0000166 - nucleotide binding; GO:0005515 - protein binding; GO:0005524 - ATP binding; GO:0016887 - ATP hydrolysis activity
ybdK,activator,metabolism,GO:0042398 - cellular modified amino acid biosynthetic process,GO:0005829 - cytosol,"GO:0000166 - nucleotide binding; GO:0003824 - catalytic activity; GO:0004357 - glutamate-cysteine ligase activity; GO:0005524 - ATP binding; GO:0016874 - ligase activity; GO:0016879 - ligase activity, forming carbon-nitrogen bonds; GO:0042803 - protein homodimerization activity"
gadB,activator,pH,GO:0006536 - glutamate metabolic process; GO:0006538 - glutamate catabolic process; GO:0019752 - carboxylic acid metabolic process; GO:0051454 - intracellular pH elevation,GO:0005737 - cytoplasm; GO:0005829 - cytosol; GO:0016020 - membrane,GO:0004351 - glutamate decarboxylase activity; GO:0005515 - protein binding; GO:0016829 - lyase activity; GO:0016830 - carbon-carbon lyase activity; GO:0016831 - carboxy-lyase activity; GO:0030170 - pyridoxal phosphate binding
katE,activator,detoxification,GO:0006972 - hyperosmotic response; GO:0006974 - DNA damage response; GO:0006979 - response to oxidative stress; GO:0042744 - hydrogen peroxide catabolic process; GO:0098869 - cellular oxidant detoxification,GO:0005737 - cytoplasm; GO:0005829 - cytosol,GO:0004096 - catalase activity; GO:0004601 - peroxidase activity; GO:0005506 - iron ion binding; GO:0016491 - oxidoreductase activity; GO:0020037 - heme binding; GO:0042802 - identical protein binding; GO:0046872 - metal ion binding
yaiA,activator,,,,
aroM,activator,,,GO:0005829 - cytosol,"GO:0016855 - racemase and epimerase activity, acting on amino acids and derivatives"
dtpB,activator,"Porters (Uni-, Sym- and Antiporters); membrane",GO:0006857 - oligopeptide transport; GO:0015031 - protein transport; GO:0015833 - peptide transport; GO:0035442 - dipeptide transmembrane transport; GO:0035443 - tripeptide transmembrane transport; GO:0042938 - dipeptide transport; GO:0042939 - tripeptide transport; GO:0055085 - transmembrane transport; GO:1902600 - proton transmembrane transport,GO:0005886 - plasma membrane; GO:0016020 - membrane,GO:0015078 - proton transmembrane transporter activity; GO:0015333 - peptide:proton symporter activity; GO:0022857 - transmembrane transporter activity; GO:0042937 - tripeptide transmembrane transporter activity; GO:0071916 - dipeptide transmembrane transporter activity; GO:1904680 - peptide transmembrane transporter activity
rssB,activator,"turnover, degradation; proteases, cleavage of compounds",GO:0000160 - phosphorelay signal transduction system; GO:0006355 - regulation of DNA-templated transcription; GO:0010468 - regulation of gene expression; GO:0031648 - protein destabilization; GO:0045862 - positive regulation of proteolysis; GO:0045892 - negative regulation of DNA-templated transcription,GO:0005829 - cytosol; GO:0032993 - protein-DNA complex; GO:1903865 - sigma factor antagonist complex,GO:0000156 - phosphorelay response regulator activity; GO:0000976 - transcription cis-regulatory region binding; GO:0005515 - protein binding; GO:0016989 - sigma factor antagonist activity
mnmG,repressor,RNA modification,GO:0002098 - tRNA wobble uridine modification; GO:0002926 - tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation; GO:0008033 - tRNA processing; GO:0009411 - response to UV; GO:0030488 - tRNA methylation; GO:0140018 - regulation of cytoplasmic translational fidelity,GO:0002144 - cytosolic tRNA wobble base thiouridylase complex; GO:0005737 - cytoplasm; GO:0005829 - cytosol,GO:0005515 - protein binding; GO:0042803 - protein homodimerization activity; GO:0050660 - flavin adenine dinucleotide binding
rsmG,repressor,RNA modification,GO:0006364 - rRNA processing; GO:0032259 - methylation; GO:0070475 - rRNA base methylation; GO:0070476 - rRNA (guanine-N7)-methylation,GO:0005737 - cytoplasm; GO:0005829 - cytosol,GO:0008168 - methyltransferase activity; GO:0008649 - rRNA methyltransferase activity; GO:0016740 - transferase activity; GO:0070043 - rRNA (guanine-N7-)-methyltransferase activity
setA,activator,"Electrochemical potential driven transporters; other (mechanical, nutritional, oxidative stress); membrane",GO:0008643 - carbohydrate transport; GO:0015767 - lactose transport; GO:0034219 - carbohydrate transmembrane transport; GO:0036448 - cellular response to glucose-phosphate stress; GO:0055085 - transmembrane transport; GO:0071702 - organic substance transport; GO:1902600 - proton transmembrane transport; GO:1904659 - glucose transmembrane transport,GO:0005886 - plasma membrane; GO:0016020 - membrane,GO:0005351 - carbohydrate:proton symporter activity; GO:0022857 - transmembrane transporter activity
sgrT,activator,inhibition / activation of enzymes,GO:0009401 - phosphoenolpyruvate-dependent sugar phosphotransferase system; GO:0046325 - negative regulation of glucose import; GO:0071702 - organic substance transport,,GO:0004857 - enzyme inhibitor activity; GO:0005515 - protein binding
sgrS,activator,antisense RNA,"GO:0006950 - response to stress; GO:0040033 - sRNA-mediated post-transcriptional gene silencing; GO:0045975 - positive regulation of translation, ncRNA-mediated; GO:1900192 - positive regulation of single-species biofilm formation; GO:1902201 - negative regulation of bacterial-type flagellum-dependent cell motility",,GO:0003729 - mRNA binding; GO:0005515 - protein binding
cfa,activator,fatty acids and phosphatidic acid,GO:0006629 - lipid metabolic process; GO:0006633 - fatty acid biosynthetic process; GO:0008610 - lipid biosynthetic process; GO:0030258 - lipid modification; GO:0032259 - methylation,GO:0005737 - cytoplasm; GO:0005829 - cytosol; GO:0031234 - extrinsic component of cytoplasmic side of plasma membrane,GO:0008168 - methyltransferase activity; GO:0008825 - cyclopropane-fatty-acyl-phospholipid synthase activity; GO:0016740 - transferase activity; GO:0042803 - protein homodimerization activity; GO:0071890 - bicarbonate binding
csgG,activator,Channel-type Transporters,GO:0044010 - single-species biofilm formation; GO:0071806 - protein transmembrane transport; GO:0098775 - curli assembly; GO:0098777 - protein secretion by the type VIII secretion system,GO:0005886 - plasma membrane; GO:0009279 - cell outer membrane; GO:0016020 - membrane; GO:0030288 - outer membrane-bounded periplasmic space; GO:0062155 - curli secretion complex,GO:0005515 - protein binding; GO:0042802 - identical protein binding
csgF,activator,"fimbri, pili; membrane",GO:0098775 - curli assembly; GO:0098777 - protein secretion by the type VIII secretion system,GO:0009279 - cell outer membrane; GO:0016020 - membrane; GO:0062155 - curli secretion complex,GO:0005515 - protein binding; GO:0042802 - identical protein binding
csgD,activator,Transcription related; activator; repressor,GO:0006355 - regulation of DNA-templated transcription; GO:0045892 - negative regulation of DNA-templated transcription; GO:1900190 - regulation of single-species biofilm formation; GO:2000144 - positive regulation of DNA-templated transcription initiation,GO:0005829 - cytosol; GO:0005886 - plasma membrane; GO:0016020 - membrane; GO:0032993 - protein-DNA complex,GO:0000976 - transcription cis-regulatory region binding; GO:0000987 - cis-regulatory region sequence-specific DNA binding; GO:0001216 - DNA-binding transcription activator activity; GO:0001217 - DNA-binding transcription repressor activity; GO:0003677 - DNA binding; GO:0042802 - identical protein binding
csgE,activator,Accessory Factors Involved in Transport,GO:0044010 - single-species biofilm formation; GO:0071806 - protein transmembrane transport; GO:0098775 - curli assembly; GO:0098777 - protein secretion by the type VIII secretion system,GO:0005829 - cytosol; GO:0009279 - cell outer membrane; GO:0062155 - curli secretion complex,GO:0005515 - protein binding; GO:0042802 - identical protein binding
gadA,activator,pH,GO:0006536 - glutamate metabolic process; GO:0006538 - glutamate catabolic process; GO:0019752 - carboxylic acid metabolic process; GO:0051454 - intracellular pH elevation,GO:0005829 - cytosol; GO:0016020 - membrane,GO:0004351 - glutamate decarboxylase activity; GO:0005515 - protein binding; GO:0016829 - lyase activity; GO:0016830 - carbon-carbon lyase activity; GO:0016831 - carboxy-lyase activity; GO:0030170 - pyridoxal phosphate binding
ftsA,activator,cell division; membrane,GO:0000917 - division septum assembly; GO:0007049 - cell cycle; GO:0043093 - FtsZ-dependent cytokinesis; GO:0051301 - cell division,GO:0005829 - cytosol; GO:0005886 - plasma membrane; GO:0009898 - cytoplasmic side of plasma membrane; GO:0016020 - membrane; GO:0032153 - cell division site; GO:1990586 - divisome complex,GO:0005515 - protein binding; GO:0005524 - ATP binding; GO:0042802 - identical protein binding
ftsQ,activator,cell division,GO:0000917 - division septum assembly; GO:0007049 - cell cycle; GO:0043093 - FtsZ-dependent cytokinesis; GO:0051301 - cell division; GO:0090529 - cell septum assembly,GO:0005886 - plasma membrane; GO:0016020 - membrane; GO:0032153 - cell division site; GO:1990586 - divisome complex; GO:1990587 - FtsQBL complex,GO:0005515 - protein binding; GO:0042802 - identical protein binding
bolA,activator,Transcription related; activator; repressor; cell division; osmotic pressure; murein,GO:0006351 - DNA-templated transcription; GO:0006879 - intracellular iron ion homeostasis; GO:0016226 - iron-sulfur cluster assembly; GO:0045454 - cell redox homeostasis,GO:0005829 - cytosol; GO:1990229 - iron-sulfur cluster assembly complex,GO:0003677 - DNA binding; GO:0005515 - protein binding
isrC,activator,RNA related,,,
flu,activator,prophage genes and phage related functions,,GO:0005576 - extracellular region; GO:0009279 - cell outer membrane; GO:0009986 - cell surface; GO:0016020 - membrane; GO:0042597 - periplasmic space,
hns,repressor,"Transcription related; nucleoproteins, basic proteins; activator; repressor",GO:0006355 - regulation of DNA-templated transcription; GO:0006417 - regulation of translation; GO:0036386 - bacterial nucleoid packaging; GO:0045892 - negative regulation of DNA-templated transcription; GO:1900232 - negative regulation of single-species biofilm formation on inanimate substrate,GO:0005667 - transcription regulator complex; GO:0005737 - cytoplasm; GO:0005829 - cytosol; GO:0009295 - nucleoid; GO:0016020 - membrane; GO:0032993 - protein-DNA complex; GO:0036411 - H-NS-Cnu complex; GO:0097495 - H-NS-Hha complex; GO:1990121 - H-NS complex,GO:0000976 - transcription cis-regulatory region binding; GO:0001217 - DNA-binding transcription repressor activity; GO:0003677 - DNA binding; GO:0003680 - minor groove of adenine-thymine-rich DNA binding; GO:0003681 - bent DNA binding; GO:0003723 - RNA binding; GO:0005515 - protein binding; GO:0030527 - structural constituent of chromatin; GO:0042802 - identical protein binding; GO:0046983 - protein dimerization activity
